best_checkpoint_path,best_entry_source,best_epoch,best_key,best_metric,initial_launch_host,latest_checkpoint_path,launch_history,launch_host,log_path,metadata_path,mode,primary_metric,resume_checkpoint,run_dir,run_origin,seed,session_name,session_root,status,task,task_name,train.acc1,train.loss,val.acc1,val.acc3,val.det_acc,val.f1_macro,val.loss,val.mean_distance_error,val.mean_error,val.median_distance_error,val.median_error,val.mod_acc,val.p75_distance_error,val.p75_error,val.p90_distance_error,val.p90_error,val.pca,val.per_class_acc,val.sig_acc,val.stdev_distance_error,val.stdev_error
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s0/best.pth,log,65,pca,96.58978271484375,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s0/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s0/metadata.json,lp,pca,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,sensing,Human Activity Sensing,97.13541666666667,0.5589123566945394,96.66667175292969,100.00000762939453,,,0.5806959867477417,,,,,,,,,,96.58978271484375,,,,
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s1/best.pth,log,59,pca,92.90040588378906,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s1/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s1/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s1/metadata.json,lp,pca,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s1,fresh,1,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,sensing,Human Activity Sensing,93.48958333333333,0.5841764211654663,92.91667175292969,100.00000762939453,,,0.6042683124542236,,,,,,,,,,92.90040588378906,,,,
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s2/best.pth,log,72,pca,92.91325378417969,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s2/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s2/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s2/metadata.json,lp,pca,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lp/s2,fresh,2,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,sensing,Human Activity Sensing,93.88020833333333,0.602609912554423,92.50000762939453,100.00000762939453,,,0.6294237375259399,,,,,,,,,,92.91325378417969,,,,
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s0/best.pth,log,39,pca,98.68663787841797,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s0/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s0/metadata.json,ft2,pca,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,sensing,Human Activity Sensing,99.73958333333333,0.4333507517973582,98.75000762939453,100.00000762939453,,,0.46212536096572876,,,,,,,,,,98.68663787841797,,,,
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s1/best.pth,log,34,pca,98.7242660522461,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s1/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s1/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s1/metadata.json,ft2,pca,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s1,fresh,1,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,sensing,Human Activity Sensing,100.0,0.42285622159639996,98.75000762939453,100.00000762939453,,,0.45607423782348633,,,,,,,,,,98.7242660522461,,,,
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s2/best.pth,log,27,pca,98.38631439208984,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s2/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s2/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s2/metadata.json,ft2,pca,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/ft2/s2,fresh,2,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,sensing,Human Activity Sensing,100.0,0.4317095975081126,98.33333587646484,100.00000762939453,,,0.47279834747314453,,,,,,,,,,98.38631439208984,,,,
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s0/best.pth,log,36,pca,98.61309814453125,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s0/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s0/metadata.json,lora,pca,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,sensing,Human Activity Sensing,99.86979166666667,0.4282692571481069,98.75000762939453,100.00000762939453,,,0.4549178183078766,,,,,,,,,,98.61309814453125,,,,
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s1/best.pth,log,40,pca,99.12220764160156,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s1/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s1/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s1/metadata.json,lora,pca,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s1,fresh,1,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,sensing,Human Activity Sensing,100.0,0.4237678349018097,99.16667175292969,100.00000762939453,,,0.45151105523109436,,,,,,,,,,99.12220764160156,,,,
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s2/best.pth,log,38,pca,98.37447357177734,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s2/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s2/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s2/metadata.json,lora,pca,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/sensing/lora/s2,fresh,2,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,sensing,Human Activity Sensing,100.0,0.42749057213465375,98.33333587646484,100.00000762939453,,,0.46726030111312866,,,,,,,,,,98.37447357177734,,,,
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s0/best.pth,log,98,mean_distance_error,3.1188981533050537,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s0/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s0/metadata.json,lp,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,pos,5G NR Positioning,,0.0039180317156327265,,,,,0.0044043610815800004,3.1188981533050537,3.1188981533050537,2.7510769367218018,2.7510769367218018,,4.1021504402160645,4.1021504402160645,5.668713569641113,5.668713569641113,,,,1.9352446794509888,1.9352446794509888
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s1/best.pth,log,96,mean_distance_error,3.1089627742767334,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s1/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s1/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s1/metadata.json,lp,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s1,fresh,1,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,pos,5G NR Positioning,,0.003910145586511741,,,,,0.00439336664363822,3.1089627742767334,3.1089627742767334,2.658616304397583,2.658616304397583,,4.126590251922607,4.126590251922607,5.852529525756836,5.852529525756836,,,,1.9907286167144775,1.9907286167144775
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s2/best.pth,log,95,mean_distance_error,3.1891157627105713,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s2/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s2/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s2/metadata.json,lp,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lp/s2,fresh,2,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,pos,5G NR Positioning,,0.004062145456878675,,,,,0.0046332715818237875,3.1891157627105713,3.1891157627105713,2.795478582382202,2.795478582382202,,4.174756050109863,4.174756050109863,5.873876094818115,5.873876094818115,,,,2.0291640758514404,2.0291640758514404
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s0/best.pth,log,97,mean_distance_error,1.3759478330612183,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s0/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s0/metadata.json,ft2,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,pos,5G NR Positioning,,1.3839488600650737e-05,,,,,0.0010899626442121082,1.3759478330612183,1.3759478330612183,0.9294841885566711,0.9294841885566711,,1.7737345695495605,1.7737345695495605,3.087388753890991,3.087388753890991,,,,1.285479187965393,1.285479187965393
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s1/best.pth,log,98,mean_distance_error,1.2220605611801147,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s1/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s1/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s1/metadata.json,ft2,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s1,fresh,1,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,pos,5G NR Positioning,,1.577937066738539e-05,,,,,0.0008877070173771391,1.2220605611801147,1.2220605611801147,0.8080414533615112,0.8080414533615112,,1.605883240699768,1.605883240699768,2.6553471088409424,2.6553471088409424,,,,1.2010678052902222,1.2010678052902222
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s2/best.pth,log,99,mean_distance_error,1.1819190979003906,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s2/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s2/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s2/metadata.json,ft2,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/ft2/s2,fresh,2,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,pos,5G NR Positioning,,1.3710751141439283e-05,,,,,0.0008297775896586557,1.1819190979003906,1.1819190979003906,0.7931613326072693,0.7931613326072693,,1.520033359527588,1.520033359527588,2.6410114765167236,2.6410114765167236,,,,1.1579400300979614,1.1579400300979614
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s0/best.pth,log,84,mean_distance_error,1.5790023803710938,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s0/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s0/metadata.json,lora,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,pos,5G NR Positioning,,4.3677648944948385e-05,,,,,0.0013606409007002429,1.5790023803710938,1.5790023803710938,1.1274337768554688,1.1274337768554688,,2.1301424503326416,2.1301424503326416,3.434945821762085,3.434945821762085,,,,1.3949716091156006,1.3949716091156006
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s1/best.pth,log,77,mean_distance_error,1.4140231609344482,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s1/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s1/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s1/metadata.json,lora,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s1,fresh,1,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,pos,5G NR Positioning,,4.486258290449364e-05,,,,,0.0011474471792118043,1.4140231609344482,1.4140231609344482,0.9577245712280273,0.9577245712280273,,1.8378647565841675,1.8378647565841675,3.069502592086792,3.069502592086792,,,,1.3265063762664795,1.3265063762664795
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s2/best.pth,log,86,mean_distance_error,1.5222687721252441,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s2/checkpoint_099.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s2/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s2/metadata.json,lora,mean_error,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/pos/lora/s2,fresh,2,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,pos,5G NR Positioning,,4.028163311886601e-05,,,,,0.00135376329363514,1.5222687721252441,1.5222687721252441,1.0416167974472046,1.0416167974472046,,1.966172218322754,1.966172218322754,3.3197927474975586,3.3197927474975586,,,,1.4012998342514038,1.4012998342514038
/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lp/s0/best.pth,log,48,pca,90.10525512695312,ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lp/s0/checkpoint_049.pth,['ngwn06'],ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lp/s0/log.txt,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lp/s0/metadata.json,lp,pca,,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06/local_results/by_task/radcom/lp/s0,fresh,0,20260403_004122-ngwn06,/home/<user>/wavesfm_vivor4_m2/phase2_vivor4/runs/20260403_004122-ngwn06,ok,radcom,RADCOM Signal Classification,90.37953372454751,0.21965542617696443,90.14021166981424,99.97001765283117,,,0.22495861721627505,,,,,90.15961199294533,,,,,90.10525512695312,,94.68694885361552,,
